order_item_id,order_id,product_id,quantity,unit_price
161,2,160,3,3706.59
162,4092,219,2,61911.87
163,1885,95,4,50917.35
164,6187,135,2,33626.91
165,842,121,5,27330.49
166,700,85,2,32079.16
167,1525,70,2,25053.72
168,7814,137,4,19274.9
169,1956,150,2,50769.08
170,7285,112,1,1277.1
171,4123,261,2,1687.23
172,2235,117,4,56981.53
173,346,271,2,19429.66
174,8648,171,1,56309.51
175,6936,186,4,52248.71
176,1204,188,4,21946.97
177,6799,155,2,44198.92
178,2850,169,2,3794.41
179,6920,94,2,12613.03
180,6766,156,1,332.99
181,26,242,2,56080.34
182,8083,264,1,50430.88
183,1717,95,4,50917.35
184,5211,201,2,46768.05
185,2644,291,5,39982.62
186,8448,174,1,31885.49
187,2122,190,5,41292.92
188,44,28,5,3118.64
189,4808,70,4,25053.72
190,4039,212,3,19946.95
191,3378,211,2,17304.89
192,6923,98,3,7955.4
193,7600,172,3,46642.32
194,72,131,2,17807.72
195,3669,190,5,41292.92
196,2908,233,4,23869.09
197,3106,179,4,37353.14
198,8919,65,5,21666.18
199,3362,169,3,3794.41
200,6995,158,5,16331.96
201,1972,298,3,44362.23
202,8474,63,4,42294.73
203,3581,242,2,56080.34
204,6823,233,1,23869.09
205,2186,26,5,29810.33
206,3725,124,5,34782.83
207,1744,54,4,35431.72
208,4811,35,3,14955.6
209,7993,275,2,21575.3
210,3630,128,3,44278.3
211,2304,52,3,50436.72
212,4656,91,2,5445.29
213,1631,265,2,32937.05
214,8115,187,5,38366.03
215,792,106,2,32441.89
216,25,130,3,22301.23
217,1002,189,1,17077.98
218,954,237,5,41107.7
219,7394,128,4,44278.3
220,3723,19,2,10903.32
221,6556,75,1,41073.22
222,6101,69,1,42541.0
223,6755,190,1,41292.92
224,8703,232,1,395.26
225,4619,196,5,45536.49
226,3089,242,2,56080.34
227,5544,49,3,25641.62
228,4382,222,3,24752.26
229,1666,44,3,61503.72
230,2800,96,5,42524.25
231,1830,241,1,20277.26
232,3903,180,2,18251.89
233,6533,280,2,45554.27
234,5767,202,4,3239.21
235,672,252,1,49362.17
236,4378,49,2,25641.62
237,6220,261,3,1687.23
238,8436,184,2,29620.2
239,8680,283,4,44359.4
240,435,135,4,33626.91
241,8479,129,3,20552.57
242,4189,171,1,56309.51
243,79,235,3,5741.54
244,2026,54,5,35431.72
245,2965,36,2,21209.68
246,7971,95,3,50917.35
247,894,133,1,9015.34
248,2676,121,3,27330.49
249,6932,57,5,4468.26
250,4429,202,4,3239.21
251,8193,188,3,21946.97
252,7116,289,3,22706.28
253,3028,29,5,47549.52
254,6690,19,3,10903.32
255,3350,202,2,3239.21
256,7940,244,1,46796.76
257,6794,120,2,42741.05
258,4685,87,3,8648.63
259,5155,171,4,56309.51
260,519,89,5,15984.91
261,990,188,2,21946.97
262,6562,4,4,10147.08
263,5445,251,1,29682.43
264,561,127,1,57796.05
265,1473,190,1,41292.92
266,2581,143,1,39359.32
267,754,136,3,35114.72
268,5314,261,1,1687.23
269,4575,186,4,52248.71
270,838,122,1,31733.36
271,8916,84,5,39008.83
272,6636,164,3,15659.8
273,1690,57,3,4468.26
274,6466,93,1,1227.02
275,3410,60,5,28336.73
276,330,96,5,42524.25
277,1718,263,4,755.45
278,2170,72,4,38766.17
279,7527,221,3,22217.38
280,4078,57,2,4468.26
281,3216,42,3,15440.94
282,6256,176,1,8055.34
283,205,29,1,47549.52
284,4923,149,2,44497.19
285,2263,218,5,25576.08
286,8522,285,5,2044.46
287,2814,118,2,4468.27
288,5073,32,3,25015.0
289,233,282,3,34387.39
290,141,284,4,29230.28
291,6482,141,2,11295.4
292,5960,113,2,12503.8
293,7693,222,5,24752.26
294,4320,121,1,27330.49
295,7710,292,2,42630.27
296,5985,69,5,42541.0
297,1014,11,2,42790.14
298,5095,106,4,32441.89
299,2504,245,4,22621.87
300,2458,107,2,7269.77
301,917,141,5,11295.4
302,8812,190,3,41292.92
303,1751,61,3,40184.75
304,7071,266,4,20581.96
305,694,188,3,21946.97
306,7655,146,4,44061.28
307,4659,292,3,42630.27
308,3646,83,5,2654.59
309,8089,58,3,34093.87
310,3972,246,3,45837.56
311,7185,38,2,6437.09
312,7940,253,2,38152.42
313,3419,164,5,15659.8
314,6634,90,5,8058.36
315,2907,174,3,31885.49
316,8257,50,5,672.56
317,1843,183,5,5615.28
318,5383,112,3,1277.1
319,6493,118,4,4468.27
320,1569,239,5,10785.0
321,2893,293,5,9827.68
322,1108,150,5,50769.08
323,4709,6,2,53260.3
324,2874,106,4,32441.89
325,8766,219,3,61911.87
326,6454,116,5,34133.09
327,8636,295,1,53762.08
328,3595,171,5,56309.51
329,8857,191,5,39203.86
330,6249,101,1,34126.82
331,3058,66,2,46618.94
332,2001,80,1,34745.44
333,4576,237,4,41107.7
334,7973,72,4,38766.17
335,1373,87,2,8648.63
336,8061,178,2,21463.95
337,3530,46,5,43463.52
338,3934,7,2,33627.25
339,311,171,1,56309.51
340,2555,159,1,42493.61
341,2544,26,2,29810.33
342,1290,261,3,1687.23
343,5182,76,1,40122.11
344,1515,231,5,22273.67
345,1561,34,4,39477.09
346,995,27,2,17208.91
347,4915,266,2,20581.96
348,5585,31,2,36260.83
349,3888,249,5,17639.04
350,3247,216,3,40558.12
351,266,55,2,29530.16
352,2016,298,4,44362.23
353,3045,114,2,48969.61
354,6646,298,1,44362.23
355,2619,253,3,38152.42
356,5707,27,2,17208.91
357,2361,48,4,22969.7
358,745,233,4,23869.09
359,8499,10,5,35044.37
360,6546,229,4,16381.21
361,5775,56,1,33213.65
362,2254,207,5,16173.49
363,7924,33,1,27989.81
364,3467,196,1,45536.49
365,7625,199,3,7484.1
366,5402,172,1,46642.32
367,3039,93,2,1227.02
368,2755,39,3,38562.37
369,1139,290,1,16820.98
370,377,127,3,57796.05
371,4205,162,2,10996.88
372,2531,187,5,38366.03
373,5613,246,2,45837.56
374,3553,191,5,39203.86
375,4365,241,2,20277.26
376,2409,38,1,6437.09
377,3599,148,3,22817.06
378,6122,26,3,29810.33
379,5807,22,2,202.65
380,3455,267,5,44042.64
381,4450,186,2,52248.71
382,3264,136,3,35114.72
383,3900,207,5,16173.49
384,1744,39,1,38562.37
385,2102,184,4,29620.2
386,2814,170,3,51011.38
387,6274,263,3,755.45
388,3860,8,2,28214.67
389,2850,67,3,46319.27
390,8882,145,4,14158.9
391,8705,265,4,32937.05
392,5969,15,2,4652.69
393,5977,121,5,27330.49
394,7884,56,3,33213.65
395,7152,116,3,34133.09
396,8275,144,2,36981.76
397,5200,258,5,37919.4
398,8399,67,3,46319.27
399,7391,273,5,41092.27
400,7777,199,5,7484.1
401,6439,130,1,22301.23
402,1579,300,3,42933.71
403,6496,87,5,8648.63
404,6409,223,3,33348.07
405,4516,169,3,3794.41
406,1909,184,2,29620.2
407,2023,278,2,20136.62
408,1845,111,1,34503.51
409,8897,81,1,11917.65
410,2471,223,3,33348.07
411,5554,17,3,37431.18
412,8091,250,3,46158.53
413,5880,143,3,39359.32
414,7678,222,4,24752.26
415,7453,220,1,10954.5
416,281,221,2,22217.38
417,6617,188,5,21946.97
418,2,237,2,41107.7
419,7811,200,1,41731.23
420,3731,64,4,12375.29
421,6031,77,2,9498.37
422,2563,251,3,29682.43
423,1840,133,4,9015.34
424,1192,40,3,30556.86
425,6889,98,2,7955.4
426,7794,140,5,12078.16
427,7632,228,1,38763.43
428,3638,171,5,56309.51
429,1981,73,2,20804.57
430,7563,249,5,17639.04
431,4171,21,5,39695.36
432,7057,97,1,22842.95
433,549,284,1,29230.28
434,3443,227,5,8722.38
435,6202,236,4,4018.37
436,8756,95,2,50917.35
437,5853,251,3,29682.43
438,1804,74,5,27457.59
439,2108,290,5,16820.98
440,6476,101,2,34126.82
441,6885,202,4,3239.21
442,57,94,3,12613.03
443,8937,168,4,50437.77
444,3943,3,4,41103.34
445,5228,6,2,53260.3
446,5934,183,5,5615.28
447,7118,290,2,16820.98
448,7115,293,3,9827.68
449,145,84,4,39008.83
450,2024,215,4,39321.82
451,723,235,3,5741.54
452,2617,185,1,5724.2
453,1756,296,3,8967.41
454,8956,54,2,35431.72
455,4200,171,5,56309.51
456,2190,287,2,42069.13
457,97,257,5,15383.71
458,3560,8,4,28214.67
459,3371,269,4,22906.5
460,1714,58,3,34093.87
461,3842,157,2,54516.78
462,1968,93,5,1227.02
463,8518,66,3,46618.94
464,5586,209,4,40501.29
465,1435,1,5,31120.3
466,6041,171,2,56309.51
467,5814,128,1,44278.3
468,7359,103,5,30679.89
469,1330,255,4,45714.89
470,5565,121,5,27330.49
471,4412,78,1,34920.85
472,8963,125,3,7386.64
473,915,135,2,33626.91
474,8815,126,2,9076.48
475,3466,75,1,41073.22
476,3513,132,5,10298.46
477,4767,138,5,31967.69
478,1949,108,3,42701.94
479,7275,210,3,35911.2
480,7376,193,1,9111.71
481,8508,147,1,21887.9
482,8214,109,4,34769.51
483,8908,63,1,42294.73
484,8340,32,4,25015.0
485,7333,93,5,1227.02
486,3833,92,5,55814.62
487,1590,23,5,6354.17
488,8697,208,4,52949.87
489,7019,65,5,21666.18
490,1978,273,5,41092.27
491,5953,68,2,46612.18
492,1945,141,2,11295.4
493,3167,162,5,10996.88
494,2138,225,4,48013.68
495,8830,297,4,6080.72
496,3989,219,2,61911.87
497,8724,82,1,26910.25
498,3085,86,4,39790.59
499,8796,80,4,34745.44
500,4544,147,4,21887.9
501,3563,103,5,30679.89
502,4388,251,5,29682.43
503,3346,195,2,48432.64
504,193,161,3,51331.75
505,6062,99,3,30565.96
506,1172,261,1,1687.23
507,2590,132,3,10298.46
508,5539,102,4,34264.15
509,7397,297,3,6080.72
510,4250,219,3,61911.87
511,1116,239,2,10785.0
512,6785,1,3,31120.3
513,5577,73,5,20804.57
514,7344,144,4,36981.76
515,6511,278,3,20136.62
516,4511,135,1,33626.91
517,7888,80,5,34745.44
518,7040,161,4,51331.75
519,2342,95,2,50917.35
520,5931,282,3,34387.39
521,8125,9,1,13201.39
522,5089,245,1,22621.87
523,4920,269,5,22906.5
524,3789,85,2,32079.16
525,2257,77,2,9498.37
526,1196,188,3,21946.97
527,7901,82,4,26910.25
528,8722,199,4,7484.1
529,8231,174,1,31885.49
530,6500,39,4,38562.37
531,79,136,3,35114.72
532,5749,6,5,53260.3
533,8022,29,4,47549.52
534,4052,30,3,35179.48
535,5262,7,4,33627.25
536,2927,169,5,3794.41
537,3980,110,1,18912.97
538,3901,44,5,61503.72
539,686,11,3,42790.14
540,6087,43,2,37918.14
541,3119,82,5,26910.25
542,2849,11,3,42790.14
543,8672,157,5,54516.78
544,3241,136,5,35114.72
545,368,94,2,12613.03
546,6763,228,4,38763.43
547,7084,133,5,9015.34
548,5664,72,3,38766.17
549,4260,252,4,49362.17
550,384,286,4,17563.23
551,3031,134,3,48040.39
552,5701,253,1,38152.42
553,4040,92,2,55814.62
554,3357,295,4,53762.08
555,2473,13,1,10970.08
556,7221,300,2,42933.71
557,6089,137,1,19274.9
558,3601,35,5,14955.6
559,2882,14,5,34182.93
560,6303,47,5,627.42
561,5278,151,3,29813.2
562,7442,49,2,25641.62
563,8165,188,5,21946.97
564,3207,142,3,8391.14
565,4931,180,3,18251.89
566,7287,54,4,35431.72
567,5323,294,5,38226.27
568,3747,69,3,42541.0
569,4364,202,4,3239.21
570,4103,220,4,10954.5
571,1721,285,1,2044.46
572,3955,32,1,25015.0
573,6160,169,5,3794.41
574,1231,104,4,36770.58
575,1301,277,1,47206.05
576,2718,211,4,17304.89
577,1094,217,2,35429.68
578,2926,194,5,22730.08
579,3316,144,2,36981.76
580,6974,300,1,42933.71
581,5683,232,5,395.26
582,7348,43,5,37918.14
583,66,191,5,39203.86
584,4514,143,3,39359.32
585,233,77,4,9498.37
586,3844,85,2,32079.16
587,3515,196,1,45536.49
588,3072,284,1,29230.28
589,4510,258,2,37919.4
590,8709,110,3,18912.97
591,5984,94,3,12613.03
592,8643,77,4,9498.37
593,7192,245,4,22621.87
594,4460,295,5,53762.08
595,738,293,5,9827.68
596,919,8,1,28214.67
597,6108,242,4,56080.34
598,5832,46,3,43463.52
599,5213,12,2,8420.54
600,1293,194,1,22730.08
601,2653,229,2,16381.21
602,6760,271,4,19429.66
603,6539,153,5,20485.98
604,4152,142,1,8391.14
605,1828,118,1,4468.27
606,7706,195,5,48432.64
607,2282,107,3,7269.77
608,8059,137,3,19274.9
609,6169,74,5,27457.59
610,5467,284,1,29230.28
611,7693,127,1,57796.05
612,6958,225,2,48013.68
613,5910,17,5,37431.18
614,5245,209,1,40501.29
615,7293,127,3,57796.05
616,5791,300,2,42933.71
617,8090,105,4,58190.51
618,2378,171,3,56309.51
619,306,223,4,33348.07
620,4200,111,5,34503.51
621,6354,179,5,37353.14
622,2716,171,4,56309.51
623,2819,101,1,34126.82
624,592,155,4,44198.92
625,8783,94,5,12613.03
626,456,77,1,9498.37
627,2521,68,4,46612.18
628,4695,123,2,9737.55
629,7476,293,5,9827.68
630,3342,29,3,47549.52
631,6124,13,2,10970.08
632,6036,280,2,45554.27
633,1408,22,1,202.65
634,7476,262,5,23825.31
635,5631,73,5,20804.57
636,1518,230,5,51770.71
637,4304,6,4,53260.3
638,3046,246,2,45837.56
639,6743,103,3,30679.89
640,3240,247,3,40870.53
641,8903,111,3,34503.51
642,346,186,5,52248.71
643,8369,198,2,37882.84
644,8559,169,4,3794.41
645,3372,265,5,32937.05
646,6859,258,5,37919.4
647,2479,35,1,14955.6
648,5868,290,1,16820.98
649,6906,264,4,50430.88
650,5385,145,5,14158.9
651,2798,237,2,41107.7
652,358,220,4,10954.5
653,2636,16,3,29553.2
654,5470,2,1,1877.68
655,3981,75,3,41073.22
656,4215,97,2,22842.95
657,7010,160,4,3706.59
658,6778,238,4,55809.87
659,5690,35,3,14955.6
660,2356,85,3,32079.16
661,5470,142,1,8391.14
662,1429,41,5,26159.39
663,5467,31,4,36260.83
664,5646,205,4,4390.08
665,2893,215,5,39321.82
666,5985,156,5,332.99
667,1975,6,1,53260.3
668,5955,111,1,34503.51
669,2141,223,5,33348.07
670,468,242,3,56080.34
671,387,73,5,20804.57
672,3020,291,5,39982.62
673,5956,157,2,54516.78
674,6702,34,4,39477.09
675,957,233,4,23869.09
676,4172,115,5,50074.55
677,8050,160,2,3706.59
678,6675,33,3,27989.81
679,6612,90,1,8058.36
680,3129,17,1,37431.18
681,2018,106,5,32441.89
682,769,295,2,53762.08
683,4502,28,3,3118.64
684,3514,6,3,53260.3
685,955,277,4,47206.05
686,8014,173,1,45421.88
687,7660,207,4,16173.49
688,4790,270,2,27078.98
689,2227,179,3,37353.14
690,5643,145,4,14158.9
691,1238,100,2,38514.93
692,4957,104,3,36770.58
693,5849,165,5,48697.29
694,4998,180,1,18251.89
695,5976,33,2,27989.81
696,2550,68,4,46612.18
697,4113,24,5,2956.74
698,7140,46,4,43463.52
699,2534,180,3,18251.89
700,7650,169,2,3794.41
701,1966,253,3,38152.42
702,2780,72,4,38766.17
703,6657,3,2,41103.34
704,1988,186,5,52248.71
705,5311,290,5,16820.98
706,1813,125,2,7386.64
707,499,170,1,51011.38
708,1811,152,1,50000.33
709,7385,224,4,19882.36
710,6531,234,2,45121.33
711,6307,134,3,48040.39
712,1397,227,4,8722.38
713,8256,165,3,48697.29
714,1778,245,4,22621.87
715,4020,104,2,36770.58
716,7700,64,1,12375.29
717,7220,98,4,7955.4
718,3484,147,4,21887.9
719,4876,10,4,35044.37
720,7333,118,2,4468.27
721,5162,20,1,37320.91
722,4936,295,5,53762.08
723,3319,232,2,395.26
724,5009,100,4,38514.93
725,6099,120,2,42741.05
726,8434,235,3,5741.54
727,7257,128,2,44278.3
728,1349,14,3,34182.93
729,1192,273,3,41092.27
730,3826,86,1,39790.59
731,5618,51,1,19130.17
732,6708,46,5,43463.52
733,6141,197,5,40801.51
734,4966,84,3,39008.83
735,5955,283,3,44359.4
736,425,169,2,3794.41
737,4088,195,3,48432.64
738,1424,285,3,2044.46
739,1518,120,4,42741.05
740,4548,181,4,38918.0
741,4496,275,2,21575.3
742,2919,72,4,38766.17
743,7363,69,3,42541.0
744,6200,214,2,37588.43
745,7144,214,4,37588.43
746,2913,10,1,35044.37
747,6758,247,5,40870.53
748,6244,138,3,31967.69
749,3789,194,1,22730.08
750,4255,191,4,39203.86
751,3910,234,3,45121.33
752,3430,36,5,21209.68
753,1150,284,3,29230.28
754,1576,182,1,5023.35
755,5872,5,1,5872.52
756,3743,4,4,10147.08
757,8053,299,3,12751.23
758,7335,124,1,34782.83
759,89,27,1,17208.91
760,1813,279,1,14117.88
761,7037,139,5,4361.32
762,2477,173,4,45421.88
763,4507,179,5,37353.14
764,958,22,4,202.65
765,59,14,5,34182.93
766,2058,166,3,21951.86
767,3998,230,5,51770.71
768,1650,126,1,9076.48
769,7183,238,1,55809.87
770,7,68,2,46612.18
771,5020,24,3,2956.74
772,341,63,2,42294.73
773,2094,66,2,46618.94
774,268,38,2,6437.09
775,4049,129,3,20552.57
776,795,174,1,31885.49
777,8204,202,2,3239.21
778,3521,99,5,30565.96
779,148,296,5,8967.41
780,3158,243,2,26034.51
781,2360,94,1,12613.03
782,5748,19,4,10903.32
783,5997,63,2,42294.73
784,8720,50,1,672.56
785,2202,228,4,38763.43
786,1994,168,1,50437.77
787,3712,32,4,25015.0
788,8829,63,1,42294.73
789,2513,65,3,21666.18
790,1581,187,2,38366.03
791,4150,200,4,41731.23
792,4697,297,1,6080.72
793,8643,195,5,48432.64
794,4057,205,1,4390.08
795,6198,293,3,9827.68
796,2566,10,4,35044.37
797,377,112,1,1277.1
798,142,250,2,46158.53
799,3871,249,4,17639.04
800,2648,111,1,34503.51
801,5686,13,3,10970.08
802,937,238,3,55809.87
803,8978,93,2,1227.02
804,3475,246,5,45837.56
805,6361,69,3,42541.0
806,4937,145,5,14158.9
807,8127,198,3,37882.84
808,6201,145,2,14158.9
809,7850,185,3,5724.2
810,8229,94,5,12613.03
811,3533,169,3,3794.41
812,481,109,3,34769.51
813,3041,42,5,15440.94
814,7152,233,2,23869.09
815,4191,264,1,50430.88
816,1638,188,3,21946.97
817,3814,238,4,55809.87
818,4218,245,1,22621.87
819,7732,23,1,6354.17
820,5836,72,5,38766.17
821,1698,22,2,202.65
822,3209,93,2,1227.02
823,8043,56,5,33213.65
824,829,66,3,46618.94
825,8613,216,2,40558.12
826,3585,214,2,37588.43
827,7457,153,4,20485.98
828,4430,181,3,38918.0
829,1868,105,5,58190.51
830,430,16,2,29553.2
831,2260,261,4,1687.23
832,2070,44,1,61503.72
833,4167,114,3,48969.61
834,8346,118,2,4468.27
835,6164,288,2,44769.31
836,8368,119,4,53650.05
837,8180,90,4,8058.36
838,607,281,3,6882.15
839,6034,103,4,30679.89
840,3527,179,2,37353.14
841,2234,58,2,34093.87
842,5073,284,2,29230.28
843,822,16,2,29553.2
844,123,263,5,755.45
845,7221,167,4,3828.0
846,6659,196,4,45536.49
847,8419,218,4,25576.08
848,8642,24,2,2956.74
849,8576,199,4,7484.1
850,5212,98,2,7955.4
851,1101,277,1,47206.05
852,3042,191,4,39203.86
853,3459,283,3,44359.4
854,2631,208,4,52949.87
855,6201,42,4,15440.94
856,3962,124,2,34782.83
857,2362,240,1,20940.67
858,3134,130,2,22301.23
859,713,70,3,25053.72
860,8513,33,2,27989.81
861,451,132,1,10298.46
862,8857,19,3,10903.32
863,292,148,5,22817.06
864,2686,63,4,42294.73
865,950,286,1,17563.23
866,5184,170,1,51011.38
867,1029,196,1,45536.49
868,4339,21,4,39695.36
869,7510,172,1,46642.32
870,3210,206,3,18500.18
871,4215,168,1,50437.77
872,6697,49,4,25641.62
873,5861,142,4,8391.14
874,789,198,1,37882.84
875,4362,163,2,61542.07
876,3191,284,4,29230.28
877,6234,145,1,14158.9
878,1178,157,3,54516.78
879,6843,43,3,37918.14
880,1031,16,2,29553.2
881,3806,280,5,45554.27
882,5546,217,4,35429.68
883,7929,153,3,20485.98
884,8733,197,2,40801.51
885,4320,264,2,50430.88
886,94,191,3,39203.86
887,1550,274,5,24087.35
888,6888,128,2,44278.3
889,7880,268,3,2221.88
890,232,208,3,52949.87
891,3747,118,4,4468.27
892,4057,25,5,36960.02
893,5205,83,2,2654.59
894,3785,62,5,7999.94
895,2164,296,4,8967.41
896,4080,33,5,27989.81
897,6243,179,2,37353.14
898,7849,144,5,36981.76
899,7317,71,1,24990.33
900,190,96,2,42524.25
901,100,24,3,2956.74
902,2096,276,3,39206.68
903,7810,147,2,21887.9
904,1235,104,1,36770.58
905,7967,126,4,9076.48
906,3468,1,5,31120.3
907,3928,76,4,40122.11
908,4331,171,4,56309.51
909,6001,156,1,332.99
910,468,116,2,34133.09
911,6675,198,4,37882.84
912,6647,108,1,42701.94
913,5801,71,3,24990.33
914,82,24,5,2956.74
915,7274,58,1,34093.87
916,356,34,2,39477.09
917,1196,19,2,10903.32
918,7446,21,1,39695.36
919,4415,111,4,34503.51
920,3302,263,3,755.45
921,7505,55,3,29530.16
922,2549,174,1,31885.49
923,4562,201,2,46768.05
924,2184,1,5,31120.3
925,8157,45,3,45315.74
926,2171,55,4,29530.16
927,7434,52,1,50436.72
928,2748,216,5,40558.12
929,6307,131,4,17807.72
930,4932,222,1,24752.26
931,158,218,1,25576.08
932,8418,177,5,5095.85
933,714,186,5,52248.71
934,67,64,2,12375.29
935,3095,103,5,30679.89
936,3032,100,5,38514.93
937,987,212,3,19946.95
938,6039,208,2,52949.87
939,7197,255,5,45714.89
940,1149,145,1,14158.9
941,2906,99,1,30565.96
942,3523,173,4,45421.88
943,4648,40,5,30556.86
944,6211,201,1,46768.05
945,6592,199,4,7484.1
946,3224,295,1,53762.08
947,8012,45,5,45315.74
948,1394,204,5,44300.99
949,5253,52,3,50436.72
950,6722,75,4,41073.22
951,1451,18,2,49328.94
952,1907,201,4,46768.05
953,5683,222,2,24752.26
954,7348,174,2,31885.49
955,6489,229,3,16381.21
956,1919,188,5,21946.97
957,2544,183,5,5615.28
958,8771,294,5,38226.27
959,1578,297,1,6080.72
960,4584,225,2,48013.68
961,8722,222,1,24752.26
962,6789,244,3,46796.76
963,7654,184,2,29620.2
964,4860,65,2,21666.18
965,5398,48,4,22969.7
966,4870,29,5,47549.52
967,4092,244,3,46796.76
968,1541,37,1,49593.1
969,8078,129,5,20552.57
970,8926,154,4,59282.13
971,5610,183,1,5615.28
972,2694,60,4,28336.73
973,7326,36,4,21209.68
974,5581,106,4,32441.89
975,5643,89,5,15984.91
976,4205,252,3,49362.17
977,7381,53,4,5104.42
978,1737,68,5,46612.18
979,7227,57,5,4468.26
980,6547,178,5,21463.95
981,5482,29,4,47549.52
982,1304,69,3,42541.0
983,1484,181,5,38918.0
984,1936,170,2,51011.38
985,1805,155,1,44198.92
986,5783,40,5,30556.86
987,4747,140,1,12078.16
988,5928,138,4,31967.69
989,6454,157,5,54516.78
990,4830,286,2,17563.23
991,2431,293,1,9827.68
992,3073,258,4,37919.4
993,189,214,3,37588.43
994,5217,107,1,7269.77
995,2460,260,4,19576.52
996,7429,163,1,61542.07
997,5146,266,1,20581.96
998,7578,133,2,9015.34
999,6708,43,5,37918.14
1000,7862,285,4,2044.46
1001,8941,127,5,57796.05
1002,1086,268,2,2221.88
1003,8498,116,5,34133.09
1004,3455,32,1,25015.0
1005,3830,211,3,17304.89
